id,image,label
3215,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_19.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_19_mask.tif
3216,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_2.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_2_mask.tif
3217,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_20.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_20_mask.tif
3218,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_21.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_21_mask.tif
3219,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_3.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_3_mask.tif
3220,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_4.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_4_mask.tif
3221,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_5.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_5_mask.tif
3222,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_6.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_6_mask.tif
3223,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_7.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_7_mask.tif
3224,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_8.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_8_mask.tif
3225,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_9.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_9_mask.tif
3226,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_1.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_1_mask.tif
3227,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_10.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_10_mask.tif
3228,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_11.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_11_mask.tif
3229,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_12.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_12_mask.tif
3230,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_13.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_13_mask.tif
3231,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_14.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_14_mask.tif
3232,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_15.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_15_mask.tif
3233,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_16.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_16_mask.tif
3234,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_17.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_17_mask.tif
3235,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_18.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_18_mask.tif
3236,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_19.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_19_mask.tif
3237,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_2.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_2_mask.tif
3238,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_20.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_20_mask.tif
3239,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_21.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_21_mask.tif
3240,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_3.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_3_mask.tif
3241,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_4.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_4_mask.tif
3242,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_5.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_5_mask.tif
3243,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_6.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_6_mask.tif
3244,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_7.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_7_mask.tif
3245,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_8.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_8_mask.tif
3246,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_9.tif,./archive/kaggle_3m\TCGA_HT_7855_19951020\TCGA_HT_7855_19951020_9_mask.tif
3247,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_1.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_1_mask.tif
3248,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_10.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_10_mask.tif
3249,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_11.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_11_mask.tif
3250,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_12.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_12_mask.tif
3251,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_13.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_13_mask.tif
3252,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_14.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_14_mask.tif
3253,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_15.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_15_mask.tif
3254,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_16.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_16_mask.tif
3255,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_17.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_17_mask.tif
3256,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_18.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_18_mask.tif
3257,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_19.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_19_mask.tif
3258,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_2.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_2_mask.tif
3259,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_20.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_20_mask.tif
3260,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_21.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_21_mask.tif
3261,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_22.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_22_mask.tif
3262,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_23.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_23_mask.tif
3263,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_24.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_24_mask.tif
3264,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_25.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_25_mask.tif
3265,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_26.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_26_mask.tif
3266,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_27.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_27_mask.tif
3267,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_28.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_28_mask.tif
3268,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_29.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_29_mask.tif
3269,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_3.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_3_mask.tif
3270,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_30.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_30_mask.tif
3271,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_31.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_31_mask.tif
3272,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_32.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_32_mask.tif
3273,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_4.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_4_mask.tif
3274,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_5.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_5_mask.tif
3275,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_6.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_6_mask.tif
3276,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_7.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_7_mask.tif
3277,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_8.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_8_mask.tif
3278,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_9.tif,./archive/kaggle_3m\TCGA_HT_7856_19950831\TCGA_HT_7856_19950831_9_mask.tif
3279,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_1.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_1_mask.tif
3280,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_10.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_10_mask.tif
3281,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_11.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_11_mask.tif
3282,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_12.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_12_mask.tif
3283,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_13.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_13_mask.tif
3284,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_14.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_14_mask.tif
3285,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_15.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_15_mask.tif
3286,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_16.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_16_mask.tif
3287,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_17.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_17_mask.tif
3288,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_18.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_18_mask.tif
3289,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_19.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_19_mask.tif
3290,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_2.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_2_mask.tif
3291,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_20.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_20_mask.tif
3292,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_21.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_21_mask.tif
3293,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_22.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_22_mask.tif
3294,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_3.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_3_mask.tif
3295,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_4.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_4_mask.tif
3296,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_5.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_5_mask.tif
3297,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_6.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_6_mask.tif
3298,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_7.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_7_mask.tif
3299,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_8.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_8_mask.tif
3300,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_9.tif,./archive/kaggle_3m\TCGA_HT_7860_19960513\TCGA_HT_7860_19960513_9_mask.tif
3301,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_1.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_1_mask.tif
3302,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_10.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_10_mask.tif
3303,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_11.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_11_mask.tif
3304,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_12.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_12_mask.tif
3305,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_13.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_13_mask.tif
3306,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_14.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_14_mask.tif
3307,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_15.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_15_mask.tif
3308,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_16.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_16_mask.tif
3309,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_17.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_17_mask.tif
3310,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_18.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_18_mask.tif
3311,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_19.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_19_mask.tif
3312,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_2.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_2_mask.tif
3313,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_20.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_20_mask.tif
3314,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_3.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_3_mask.tif
3315,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_4.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_4_mask.tif
3316,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_5.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_5_mask.tif
3317,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_6.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_6_mask.tif
3318,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_7.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_7_mask.tif
3319,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_8.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_8_mask.tif
3320,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_9.tif,./archive/kaggle_3m\TCGA_HT_7874_19950902\TCGA_HT_7874_19950902_9_mask.tif
3321,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_1.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_1_mask.tif
3322,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_10.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_10_mask.tif
3323,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_11.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_11_mask.tif
3324,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_12.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_12_mask.tif
3325,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_13.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_13_mask.tif
3326,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_14.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_14_mask.tif
3327,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_15.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_15_mask.tif
3328,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_16.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_16_mask.tif
3329,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_17.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_17_mask.tif
3330,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_18.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_18_mask.tif
3331,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_19.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_19_mask.tif
3332,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_2.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_2_mask.tif
3333,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_20.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_20_mask.tif
3334,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_21.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_21_mask.tif
3335,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_22.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_22_mask.tif
3336,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_23.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_23_mask.tif
3337,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_24.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_24_mask.tif
3338,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_25.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_25_mask.tif
3339,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_26.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_26_mask.tif
3340,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_27.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_27_mask.tif
3341,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_28.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_28_mask.tif
3342,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_29.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_29_mask.tif
3343,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_3.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_3_mask.tif
3344,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_30.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_30_mask.tif
3345,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_4.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_4_mask.tif
3346,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_5.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_5_mask.tif
3347,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_6.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_6_mask.tif
3348,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_7.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_7_mask.tif
3349,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_8.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_8_mask.tif
3350,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_9.tif,./archive/kaggle_3m\TCGA_HT_7877_19980917\TCGA_HT_7877_19980917_9_mask.tif
3351,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_1.tif,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_1_mask.tif
3352,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_10.tif,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_10_mask.tif
3353,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_11.tif,./archive/kaggle_3m\TCGA_HT_7879_19981009\TCGA_HT_7879_19981009_11_mask.tif
